,index,match_api_id,country,season,comment,stats,event_incident_typefk,elapsed,player2,subtype,player1,sortorder,team,id,n,type,goal_type,elapsed_plus,coordinates,del
11377,1,1709915.0,France,2014/2015,n,,393,15,67890.0,shot,148830.0,1,9851.0,4098360,79,goal,n,,,
11378,2,1709915.0,France,2014/2015,n,,393,51,46757.0,shot,289155.0,0,7819.0,4098674,243,goal,n,,,
11379,3,1709915.0,France,2014/2015,n,,80,86,,shot,46757.0,0,7819.0,4099045,442,goal,n,,,
11380,4,1709915.0,France,2014/2015,n,,393,90,46757.0,shot,46726.0,0,7819.0,4099091,462,goal,n,,,
11381,0,1989956.0,France,2015/2016,n,,393,62,41189.0,shot,207617.0,2,9851.0,5099753,433,goal,n,,,
11382,1,1989956.0,France,2015/2016,n,,6,79,,volley,303345.0,2,7819.0,5099872,495,goal,n,,,
11383,0,830399.0,France,2010/2011,n,,71,9,,,161291.0,0,7819.0,1506527,24,goal,n,,,
11384,1,830399.0,France,2010/2011,n,,71,13,,,25519.0,0,9874.0,1506579,20,goal,n,,,
11385,2,830399.0,France,2010/2011,n,,71,81,,,91560.0,0,9874.0,1507246,22,goal,n,,,
11386,3,830399.0,France,2010/2011,n,,71,86,,,91560.0,0,9874.0,1507260,23,goal,n,,,
11387,4,830399.0,France,2010/2011,n,,71,89,,,179845.0,0,7819.0,1507307,21,goal,n,,,
11388,0,1020256.0,France,2011/2012,n,,71,37,,,202443.0,0,9873.0,2151296,24,goal,n,,,
11389,1,1020256.0,France,2011/2012,p,,20,68,,,40758.0,0,9873.0,2151393,20,goal,p,,,
11390,2,1020256.0,France,2011/2012,n,,71,77,,,26420.0,0,7819.0,2151410,21,goal,n,,,
11391,3,1020256.0,France,2011/2012,n,,71,87,,,26051.0,0,9873.0,2151449,25,goal,n,,,
11392,0,830348.0,France,2010/2011,n,,71,29,,,56916.0,0,8639.0,1483217,20,goal,n,,,
11393,1,830348.0,France,2010/2011,n,,71,61,,,107417.0,0,8639.0,1483678,21,goal,n,,,
11394,2,830348.0,France,2010/2011,n,,71,73,,,26332.0,0,8639.0,1483758,24,goal,n,,,
11395,3,830348.0,France,2010/2011,n,,71,84,,,161291.0,0,7819.0,1483797,19,goal,n,,,
11396,0,1020213.0,France,2011/2012,p,,20,26,,,26130.0,0,8639.0,2126665,22,goal,p,,,
11397,1,1020213.0,France,2011/2012,n,,71,36,,,26130.0,0,8639.0,2126748,20,goal,n,,,
11398,2,1020213.0,France,2011/2012,n,,71,60,,,25496.0,0,8639.0,2126835,25,goal,n,,,
11399,0,1709890.0,France,2014/2015,n,,393,20,134232.0,shot,304860.0,3,8639.0,4064892,100,goal,n,,,
11400,0,1990113.0,France,2015/2016,n,,406,59,210406.0,header,357881.0,2,8639.0,5245691,473,goal,n,,,
11401,0,1709980.0,France,2014/2015,n,,393,42,11324.0,shot,103714.0,2,7819.0,4260050,215,goal,n,,,
11402,1,1709980.0,France,2014/2015,n,,393,43,154280.0,shot,352994.0,2,8689.0,4260068,236,goal,n,,,
11403,2,1709980.0,France,2014/2015,n,,393,60,188467.0,shot,154280.0,3,8689.0,4260425,368,goal,n,,,
11404,0,1989841.0,France,2015/2016,n,,393,13,179415.0,shot,131995.0,1,8689.0,4817948,86,goal,n,,,
11405,1,1989841.0,France,2015/2016,n,,393,36,543358.0,shot,196947.0,2,8689.0,4818220,221,goal,n,,,
11406,0,1020123.0,France,2011/2012,n,,71,11,,,191583.0,0,7819.0,2068195,18,goal,n,,,
11407,1,1020123.0,France,2011/2012,p,,20,26,,,39987.0,0,8592.0,2068215,17,goal,p,,,
11408,0,1709961.0,France,2014/2015,npm,,348,3,,saved_back_into_play,248689.0,0,8592.0,4208018,16,goal,npm,,,
11409,1,1709961.0,France,2014/2015,n,,131,45,,loose_ball,95955.0,8,8592.0,4208391,281,goal,n,3.0,,
11410,2,1709961.0,France,2014/2015,n,,131,63,,loose_ball,38098.0,3,8592.0,4208570,421,goal,n,,,
11411,3,1709961.0,France,2014/2015,n,,393,67,468931.0,shot,11324.0,4,7819.0,4208597,446,goal,n,,,
11412,4,1709961.0,France,2014/2015,n,,393,70,319300.0,shot,279172.0,1,7819.0,4208615,456,goal,n,,,
11413,5,1709961.0,France,2014/2015,n,,407,87,210126.0,distance,230900.0,0,7819.0,4208741,567,goal,n,,,
11414,0,1989783.0,France,2015/2016,n,,407,27,289155.0,distance,183530.0,3,7819.0,4656237,182,goal,n,,,
11415,0,830463.0,France,2010/2011,n,,71,34,,,179845.0,0,7819.0,1534864,24,goal,n,,,
11416,1,830463.0,France,2010/2011,n,,71,45,,,157859.0,0,7819.0,1535051,23,goal,n,,,
11417,2,830463.0,France,2010/2011,n,,71,89,,,179845.0,0,7819.0,1535746,28,goal,n,,,
11418,3,830463.0,France,2010/2011,n,,71,90,,,161291.0,0,7819.0,1535747,29,goal,n,,,
11419,0,1019946.0,France,2011/2012,n,,71,50,,,40659.0,0,9831.0,1962054,18,goal,n,,,
11420,0,1710046.0,France,2014/2015,n,,882,15,163160.0,lob,230900.0,1,7819.0,4430907,41,goal,n,,,
11421,1,1710046.0,France,2014/2015,n,,406,41,294859.0,header,174062.0,2,9831.0,4431338,191,goal,n,,,
11422,0,1989806.0,France,2015/2016,n,,393,66,574633.0,shot,26163.0,1,9831.0,4700760,280,goal,n,,,
11423,1,1989806.0,France,2015/2016,n,,393,67,289155.0,shot,183530.0,3,7819.0,4700798,296,goal,n,,,
11424,2,1989806.0,France,2015/2016,n,,407,77,210128.0,distance,294859.0,0,9831.0,4701010,339,goal,n,,,
11425,0,1019679.0,France,2011/2012,n,,71,10,,,40840.0,0,9853.0,1827111,17,goal,n,,,
11426,1,1019679.0,France,2011/2012,n,,71,74,,,46417.0,0,9853.0,1827571,21,goal,n,,,
11427,0,1709746.0,France,2014/2015,o,,115,74,,,26279.0,2,7819.0,3719826,301,goal,o,,,
11428,0,1990150.0,France,2015/2016,n,,406,78,103714.0,header,183530.0,3,7819.0,5343786,673,goal,n,,,
11429,1,1990150.0,France,2015/2016,n,,39,82,,distance,145061.0,1,7819.0,5343845,777,goal,n,,,
11430,2,1990150.0,France,2015/2016,n,,130,90,,direct_freekick,237631.0,8,9853.0,5343999,762,goal,n,2.0,,
11431,0,830101.0,France,2010/2011,n,,71,66,,,127207.0,0,9941.0,1313847,16,goal,n,,,
11432,0,1019819.0,France,2011/2012,n,,71,35,,,161420.0,0,9941.0,1902690,13,goal,n,,,
11433,0,1709755.0,France,2014/2015,n,,393,7,352943.0,shot,277439.0,3,7819.0,3748650,229,goal,n,,,
11434,1,1709755.0,France,2014/2015,p,,20,21,,,210184.0,0,9941.0,3748907,240,goal,p,,,
11435,2,1709755.0,France,2014/2015,n,,393,76,319300.0,shot,289155.0,2,7819.0,3749798,304,goal,n,,,
11436,3,1709755.0,France,2014/2015,p,,20,83,,,188413.0,0,9941.0,3749905,310,goal,p,,,
11437,4,1709755.0,France,2014/2015,n,,130,86,,direct_freekick,40676.0,0,7819.0,3749948,317,goal,n,,,
11438,5,1709755.0,France,2014/2015,n,,393,87,188413.0,shot,16493.0,1,9941.0,3749961,319,goal,n,,,
11439,0,1990049.0,France,2015/2016,o,,115,30,,,145061.0,5,7819.0,5451605,155,goal,o,,,
11440,1,1990049.0,France,2015/2016,n,,411,85,26406.0,volley,169865.0,1,9941.0,5452834,419,goal,n,,,
11441,0,1710005.0,France,2014/2015,n,,80,11,,shot,169217.0,1,9830.0,4320146,64,goal,n,,,
11442,1,1710005.0,France,2014/2015,p,,20,80,,,279172.0,1,7819.0,4321263,408,goal,p,,,
11443,2,1710005.0,France,2014/2015,n,,527,90,,indirect freekick,468931.0,8,7819.0,4321467,484,goal,n,2.0,,
11444,0,1990091.0,France,2015/2016,n,,406,5,208984.0,header,145061.0,2,7819.0,5581745,40,goal,n,,,
11445,1,1990091.0,France,2015/2016,p,,20,45,,,183530.0,0,7819.0,5582661,253,goal,p,1.0,,
11446,2,1990091.0,France,2015/2016,n,,393,78,37756.0,shot,169217.0,3,9830.0,5583612,471,goal,n,,,
11447,0,1019558.0,France,2011/2012,n,,71,12,,,179791.0,0,7819.0,1744115,33,goal,n,,,
11448,1,1019558.0,France,2011/2012,p,,20,20,,,37429.0,0,9847.0,1744199,27,goal,p,,,
11449,2,1019558.0,France,2011/2012,n,,71,55,,,33782.0,0,9847.0,1744729,29,goal,n,,,
11450,3,1019558.0,France,2011/2012,p,,20,76,,,37429.0,0,9847.0,1744804,30,goal,p,,,
11451,4,1019558.0,France,2011/2012,n,,71,82,,,40679.0,0,7819.0,1744833,24,goal,n,,,
11452,5,1019558.0,France,2011/2012,n,,71,88,,,129391.0,0,9847.0,1744848,35,goal,n,,,
11453,0,1709945.0,France,2014/2015,n,,411,2,195299.0,volley,35724.0,1,9847.0,4159567,26,goal,n,,,
11454,1,1709945.0,France,2014/2015,n,,393,40,215299.0,shot,18925.0,0,9847.0,4160113,196,goal,n,,,
11455,2,1709945.0,France,2014/2015,n,,393,89,210126.0,shot,279172.0,2,7819.0,4161152,503,goal,n,,,
11456,3,1709945.0,France,2014/2015,n,,130,90,,direct_freekick,103714.0,2,7819.0,4161169,522,goal,n,2.0,,
11457,0,1990067.0,France,2015/2016,n,,407,12,46509.0,distance,35724.0,3,9847.0,5498473,90,goal,n,,,
11458,1,1990067.0,France,2015/2016,n,,393,45,35724.0,shot,26419.0,8,9847.0,5499235,228,goal,n,2.0,,
11459,2,1990067.0,France,2015/2016,n,,393,49,26419.0,shot,49677.0,2,9847.0,5499389,276,goal,n,,,
11460,3,1990067.0,France,2015/2016,n,,882,52,35724.0,lob,46509.0,4,9847.0,5499416,298,goal,n,,,
11461,4,1990067.0,France,2015/2016,n,,393,56,215798.0,shot,35724.0,5,9847.0,5499456,518,goal,n,,,
11462,5,1990067.0,France,2015/2016,n,,393,76,49677.0,shot,34304.0,2,9847.0,5499694,433,goal,n,,,
11463,0,1019992.0,France,2011/2012,n,,71,51,,,46711.0,0,10249.0,1992591,22,goal,n,,,
11464,1,1019992.0,France,2011/2012,n,,71,83,,,41124.0,0,10249.0,1992708,20,goal,n,,,
11465,2,1019992.0,France,2011/2012,p,,20,90,,,46469.0,0,10249.0,1992716,17,goal,p,,,
11466,0,1710024.0,France,2014/2015,n,,406,4,40659.0,header,26138.0,3,10249.0,4372585,50,goal,n,,,
11467,0,1989994.0,France,2015/2016,n,,80,23,,shot,559065.0,2,10249.0,5210447,211,goal,n,,,
11468,1,1989994.0,France,2015/2016,n,,80,40,,shot,145061.0,3,7819.0,5210700,326,goal,n,,,
11469,2,1989994.0,France,2015/2016,n,,393,52,128666.0,shot,183530.0,3,7819.0,5211093,448,goal,n,,,
11470,0,830114.0,France,2010/2011,n,,71,20,,,40012.0,0,8588.0,1375026,14,goal,n,,,
11471,1,830114.0,France,2010/2011,n,,71,55,,,33433.0,0,8588.0,1375458,15,goal,n,,,
11472,0,830137.0,France,2010/2011,n,,71,11,,,26420.0,0,7819.0,1365206,26,goal,n,,,
11473,1,830137.0,France,2010/2011,p,,20,45,,,93471.0,0,8521.0,1365298,23,goal,p,,,
11474,2,830137.0,France,2010/2011,p,,20,81,,,161291.0,0,7819.0,1365511,21,goal,p,,,
11475,3,830137.0,France,2010/2011,n,,71,87,,,179845.0,0,7819.0,1365530,25,goal,n,,,
11476,0,1019589.0,France,2011/2012,p,,20,51,,,37242.0,0,8576.0,1779546,24,goal,p,,,
11477,1,1019589.0,France,2011/2012,n,,71,64,,,279873.0,0,7819.0,1779604,30,goal,n,,,
11478,2,1019589.0,France,2011/2012,n,,71,71,,,289155.0,0,7819.0,1779630,27,goal,n,,,
11479,3,1019589.0,France,2011/2012,n,,71,90,,,148830.0,0,8576.0,1779723,28,goal,n,,,
11480,0,1020033.0,France,2011/2012,n,,71,21,,,173699.0,0,9836.0,2016892,18,goal,n,,,
11481,1,1020033.0,France,2011/2012,n,,71,69,,,103869.0,0,9836.0,2017521,20,goal,n,,,
11482,0,1709699.0,France,2014/2015,n,,393,12,289155.0,shot,319300.0,1,7819.0,3633645,163,goal,n,,,
11483,1,1709699.0,France,2014/2015,n,,131,32,,loose_ball,210466.0,2,7819.0,3633950,177,goal,n,,,
11484,2,1709699.0,France,2014/2015,n,,406,37,277439.0,header,210466.0,1,7819.0,3634035,183,goal,n,,,
11485,0,1709725.0,France,2014/2015,n,,393,83,103714.0,shot,319300.0,4,7819.0,3660321,241,goal,n,,,
11486,1,1709725.0,France,2014/2015,n,,721,90,163160.0,tap_in,103714.0,2,7819.0,3660437,242,goal,n,1.0,,
11487,0,1989874.0,France,2015/2016,n,,393,74,183530.0,shot,46757.0,1,7819.0,4915331,645,goal,n,,,
11488,0,1989827.0,France,2015/2016,n,,393,21,145061.0,shot,46757.0,1,7819.0,4762482,260,goal,n,,,
11489,1,1989827.0,France,2015/2016,n,,44,38,,header,303345.0,1,7819.0,4762755,205,goal,n,,,
11490,2,1989827.0,France,2015/2016,n,,393,63,46757.0,shot,94307.0,1,7819.0,4763539,370,goal,n,,,
11491,3,1989827.0,France,2015/2016,n,,80,90,,shot,46891.0,6,10242.0,4764051,533,goal,n,2.0,,
11492,0,1710057.0,France,2014/2015,n,,406,10,230900.0,header,109280.0,2,7819.0,4484097,50,goal,n,,,
11493,1,1710057.0,France,2014/2015,n,,406,12,40758.0,header,131991.0,2,7794.0,4484144,61,goal,n,,,
11494,0,1989888.0,France,2015/2016,n,,130,31,,direct_freekick,194479.0,2,7794.0,4976583,341,goal,n,,,
11495,0,1709848.0,France,2014/2015,n,,393,4,71602.0,shot,46884.0,2,9747.0,3983995,10,goal,n,,,
11496,1,1709848.0,France,2014/2015,n,,406,17,26279.0,header,33451.0,4,7819.0,3984128,46,goal,n,,,
11497,2,1709848.0,France,2014/2015,n,,80,21,,shot,41364.0,0,9747.0,3984164,136,goal,n,,,
11498,3,1709848.0,France,2014/2015,p,,20,61,,,71602.0,0,9747.0,3984692,194,goal,p,,,
11499,4,1709848.0,France,2014/2015,n,,393,62,41364.0,shot,46884.0,2,9747.0,3984704,200,goal,n,,,
11500,5,1709848.0,France,2014/2015,n,,406,78,40537.0,header,71602.0,3,9747.0,3984892,254,goal,n,,,
11501,0,1990071.0,France,2015/2016,n,,393,30,46757.0,shot,145061.0,2,7819.0,5538762,220,goal,n,,,
11502,1,1990071.0,France,2015/2016,n,,406,82,40007.0,header,46338.0,2,9747.0,5539748,530,goal,n,,,
11503,0,1709812.0,France,2014/2015,n,,393,10,30679.0,shot,91560.0,3,8550.0,3898340,57,goal,n,,,
11504,1,1709812.0,France,2014/2015,n,,393,50,39999.0,shot,91560.0,3,8550.0,3899021,203,goal,n,,,
11505,2,1709812.0,France,2014/2015,n,,130,65,,direct_freekick,40676.0,0,7819.0,3899268,263,goal,n,,,
11506,3,1709812.0,France,2014/2015,n,,406,83,277439.0,header,163160.0,2,7819.0,3899589,367,goal,n,,,
11507,4,1709812.0,France,2014/2015,p,,20,90,,,30679.0,0,8550.0,3899670,354,goal,p,,,
11508,0,1989970.0,France,2015/2016,n,,39,42,,distance,310836.0,0,8121.0,5164938,261,goal,n,,,
11509,1,1989970.0,France,2015/2016,n,,393,75,303334.0,shot,179901.0,0,8121.0,5165635,488,goal,n,,,
11510,0,1990025.0,France,2015/2016,n,,406,70,41216.0,header,354491.0,3,6391.0,5394001,900,goal,n,,,
11511,0,830365.0,France,2010/2011,n,,71,27,,,161420.0,0,9853.0,1495235,20,goal,n,,,
11512,1,830365.0,France,2010/2011,n,,71,42,,,26288.0,0,8583.0,1495309,22,goal,n,,,
11513,2,830365.0,France,2010/2011,n,,71,71,,,150565.0,0,9853.0,1495517,25,goal,n,,,
11514,3,830365.0,France,2010/2011,p,,20,80,,,30977.0,0,8583.0,1495555,27,goal,p,,,
11515,0,830436.0,France,2010/2011,n,,71,15,,,30907.0,0,9827.0,1522662,20,goal,n,,,
11516,1,830436.0,France,2010/2011,n,,71,89,,,40707.0,0,9827.0,1523606,18,goal,n,,,
11517,0,1468416.0,France,2013/2014,n,,71,41,,,41093.0,0,9827.0,3228227,18,goal,n,,,
11518,1,1468416.0,France,2013/2014,n,,71,51,,,26142.0,0,9827.0,3228295,19,goal,n,,,
11519,0,1709937.0,France,2014/2015,n,,393,42,166019.0,shot,297579.0,0,9827.0,4166163,194,goal,n,,,
11520,0,1990122.0,France,2015/2016,n,,44,4,,header,210390.0,2,9853.0,5266101,70,goal,n,,,
11521,1,1990122.0,France,2015/2016,n,,393,7,210404.0,shot,360560.0,4,9853.0,5266143,109,goal,n,,,
11522,2,1990122.0,France,2015/2016,n,,406,10,30907.0,header,466308.0,5,9827.0,5266180,153,goal,n,,,
11523,3,1990122.0,France,2015/2016,npm,,348,45,,saved_back_into_play,29866.0,0,9853.0,5266597,381,goal,npm,,,
11524,4,1990122.0,France,2015/2016,n,,406,70,360560.0,header,29866.0,2,9853.0,5267094,555,goal,n,,,
11525,5,1990122.0,France,2015/2016,n,,393,75,29866.0,shot,134232.0,3,9853.0,5267170,594,goal,n,,,
11526,0,1019549.0,France,2011/2012,n,,71,81,,,26330.0,0,9748.0,1745374,20,goal,n,,,
11527,1,1019549.0,France,2011/2012,n,,71,90,,,33744.0,0,9748.0,1745385,18,goal,n,,,
11528,0,1217148.0,France,2012/2013,n,,71,29,,,281207.0,0,9853.0,2731050,20,goal,n,,,
11529,1,1217148.0,France,2012/2013,n,,71,54,,,33744.0,0,9748.0,2731406,19,goal,n,,,
11530,0,1468506.0,France,2013/2014,n,,71,28,,,26374.0,0,9853.0,3356224,19,goal,n,,,
11531,1,1468506.0,France,2013/2014,n,,71,39,26344.0,,169193.0,0,9748.0,3356252,18,goal,n,,,
11532,2,1468506.0,France,2013/2014,n,,71,74,,,46349.0,0,9853.0,3356390,22,goal,n,,,
11533,0,1710021.0,France,2014/2015,n,,393,24,469852.0,shot,409161.0,2,9748.0,4376108,144,goal,n,,,
11534,1,1710021.0,France,2014/2015,p,,20,31,,,46349.0,0,9853.0,4376178,196,goal,p,,,
11535,2,1710021.0,France,2014/2015,n,,393,45,210404.0,shot,179845.0,3,9853.0,4376253,270,goal,n,,,
11536,3,1710021.0,France,2014/2015,n,,406,48,469852.0,header,40730.0,1,9748.0,4376317,308,goal,n,,,
11537,0,1989903.0,France,2015/2016,n,,393,41,40740.0,shot,169193.0,1,9748.0,5018143,223,goal,n,,,
11538,1,1989903.0,France,2015/2016,n,,80,59,,shot,169193.0,1,9748.0,5018399,329,goal,n,,,
11539,2,1989903.0,France,2015/2016,n,,393,90,210119.0,shot,169193.0,5,9748.0,5018630,496,goal,n,3.0,,
11540,0,830110.0,France,2010/2011,n,,71,19,,,5217.0,0,9853.0,1328864,18,goal,n,,,
11541,1,830110.0,France,2010/2011,n,,71,78,,,46417.0,0,9853.0,1329496,16,goal,n,,,
11542,0,1468244.0,France,2013/2014,n,,71,15,,,354467.0,0,9829.0,3045041,25,goal,n,,,
11543,1,1468244.0,France,2013/2014,n,,71,49,,,179845.0,0,9853.0,3045101,22,goal,n,,,
11544,2,1468244.0,France,2013/2014,n,,71,87,,,357080.0,0,9829.0,3045456,26,goal,n,,,
11545,0,1710003.0,France,2014/2015,n,,406,62,145070.0,header,26374.0,2,9853.0,4306422,336,goal,n,,,
11546,1,1710003.0,France,2014/2015,n,,411,68,215798.0,volley,413557.0,1,9829.0,4306456,383,goal,n,,,
11547,0,1989951.0,France,2015/2016,p,,20,82,,,359188.0,0,9829.0,5108414,517,goal,p,,,
11548,0,1020236.0,France,2011/2012,n,,71,6,,,131995.0,0,8481.0,2141208,23,goal,n,,,
11549,1,1020236.0,France,2011/2012,n,,71,21,,,131995.0,0,8481.0,2141355,25,goal,n,,,
11550,2,1020236.0,France,2011/2012,n,,71,39,,,150565.0,0,9853.0,2141407,28,goal,n,,,
11551,3,1020236.0,France,2011/2012,n,,71,43,,,157859.0,0,8481.0,2141480,26,goal,n,,,
11552,4,1020236.0,France,2011/2012,n,,71,70,,,5217.0,0,9853.0,2141714,29,goal,n,,,
11553,0,1217065.0,France,2012/2013,n,,71,17,,,40197.0,0,9853.0,2616883,26,goal,n,,,
11554,1,1217065.0,France,2012/2013,n,,71,40,,,150565.0,0,9853.0,2616910,21,goal,n,,,
11555,2,1217065.0,France,2012/2013,n,,71,88,,,150565.0,0,9853.0,2617020,23,goal,n,,,
11556,0,1217088.0,France,2012/2013,n,,71,44,,,41189.0,0,9851.0,2639443,19,goal,n,,,
11557,1,1217088.0,France,2012/2013,n,,71,45,,,157859.0,0,9853.0,2639444,20,goal,n,,,
11558,2,1217088.0,France,2012/2013,n,,71,51,,,46757.0,0,9851.0,2639478,24,goal,n,,,
11559,3,1217088.0,France,2012/2013,n,,71,65,,,150565.0,0,9853.0,2639511,22,goal,n,,,
11560,0,1468347.0,France,2013/2014,n,,71,33,,,213106.0,0,9851.0,3161384,21,goal,n,,,
11561,1,1468347.0,France,2013/2014,n,,71,55,,,210398.0,0,9851.0,3161523,25,goal,n,,,
11562,2,1468347.0,France,2013/2014,n,,71,68,,,213106.0,0,9851.0,3161535,19,goal,n,,,
11563,3,1468347.0,France,2013/2014,n,,71,90,,,26374.0,0,9853.0,3161622,24,goal,n,,,
11564,0,1990119.0,France,2015/2016,n,,406,73,26051.0,header,41198.0,3,9853.0,5250005,398,goal,n,,,
11565,0,830537.0,France,2010/2011,n,,71,5,,,115160.0,0,9874.0,1562681,14,goal,n,,,
11566,1,830537.0,France,2010/2011,n,,71,9,,,150565.0,0,9853.0,1562707,15,goal,n,,,
11567,2,830537.0,France,2010/2011,n,,71,72,,,115160.0,0,9874.0,1563320,17,goal,n,,,
11568,0,1217039.0,France,2012/2013,n,,71,24,,,150565.0,0,9853.0,2580626,16,goal,n,,,
11569,1,1217039.0,France,2012/2013,n,,71,72,,,134222.0,0,9874.0,2580781,18,goal,n,,,
11570,2,1217039.0,France,2012/2013,n,,71,77,,,94323.0,0,9853.0,2580793,19,goal,n,,,
11571,0,830070.0,France,2010/2011,n,,71,15,,,161420.0,0,9853.0,1306269,18,goal,n,,,
11572,1,830070.0,France,2010/2011,n,,71,75,,,40758.0,0,9873.0,1306685,15,goal,n,,,
11573,0,1020002.0,France,2011/2012,n,,71,69,,,202443.0,0,9873.0,1987835,19,goal,n,,,
11574,1,1020002.0,France,2011/2012,n,,71,73,,,150565.0,0,9853.0,1987853,20,goal,n,,,
11575,2,1020002.0,France,2011/2012,n,,71,77,,,46417.0,0,9853.0,1987872,21,goal,n,,,
11576,0,1468208.0,France,2013/2014,n,,71,17,,,210404.0,0,9853.0,2984369,18,goal,n,,,
11577,1,1468208.0,France,2013/2014,n,,71,48,,,179845.0,1,9853.0,2984502,23,goal,n,,,
11578,2,1468208.0,France,2013/2014,n,,71,54,,,210404.0,0,9853.0,2984512,21,goal,n,,,
11579,3,1468208.0,France,2013/2014,p,,20,80,,,14521.0,0,9873.0,2984588,24,goal,p,,,
11580,0,830128.0,France,2010/2011,n,,71,72,,,26332.0,0,8639.0,1341139,19,goal,n,,,
11581,1,830128.0,France,2010/2011,p,,20,75,,,46417.0,0,9853.0,1341140,20,goal,p,,,
11582,0,1019803.0,France,2011/2012,p,,20,50,,,107417.0,0,8639.0,1903458,18,goal,p,,,
11583,1,1019803.0,France,2011/2012,n,,71,86,,,134232.0,0,8639.0,1903563,23,goal,n,,,
11584,2,1019803.0,France,2011/2012,n,,71,87,,,134232.0,0,8639.0,1903564,20,goal,n,,,
11585,0,1217185.0,France,2012/2013,n,,71,43,,,31906.0,0,8639.0,2788550,22,goal,n,,,
11586,1,1217185.0,France,2012/2013,n,,71,56,,,179845.0,0,9853.0,2788586,24,goal,n,,,
11587,0,1468183.0,France,2013/2014,p,,20,37,,,31906.0,0,8639.0,2937025,16,goal,p,,,
11588,0,1709809.0,France,2014/2015,n,,393,16,435669.0,shot,304860.0,2,8639.0,3898424,54,goal,n,,,
11589,1,1709809.0,France,2014/2015,n,,406,60,145070.0,header,46349.0,1,9853.0,3899170,205,goal,n,,,
11590,2,1709809.0,France,2014/2015,npm,,348,72,,saved_back_into_play,426202.0,0,8639.0,3899371,252,goal,npm,,,
11591,3,1709809.0,France,2014/2015,npm,,159,85,,saved,46349.0,0,9853.0,3899595,296,goal,npm,,,
11592,0,1989931.0,France,2015/2016,n,,411,61,147958.0,volley,319822.0,0,8639.0,5077353,312,goal,n,,,
11593,0,1217167.0,France,2012/2013,n,,71,51,,,40018.0,0,8689.0,2764549,20,goal,n,,,
11594,1,1217167.0,France,2012/2013,n,,71,67,,,95513.0,0,8689.0,2764690,22,goal,n,,,
11595,2,1217167.0,France,2012/2013,n,,71,80,,,281207.0,0,9853.0,2764793,17,goal,n,,,
11596,3,1217167.0,France,2012/2013,n,,71,90,,,5610.0,0,8689.0,2764934,24,goal,n,,,
11597,0,1468473.0,France,2013/2014,p,,20,90,,,24753.0,4,8689.0,3312923,21,goal,p,,,
11598,0,1709790.0,France,2014/2015,n,,407,87,116750.0,distance,94323.0,1,9853.0,3846305,390,goal,n,,,
11599,0,1989801.0,France,2015/2016,n,,393,87,391064.0,shot,179845.0,3,9853.0,4706173,339,goal,n,,,
11600,0,830213.0,France,2010/2011,n,,71,68,,,40964.0,0,8592.0,1418746,21,goal,n,,,
11601,1,830213.0,France,2010/2011,n,,71,78,,,39987.0,0,8592.0,1418786,26,goal,n,,,
11602,2,830213.0,France,2010/2011,n,,71,90,,,41176.0,0,9853.0,1418850,28,goal,n,,,
11603,0,1216998.0,France,2012/2013,n,,71,45,,,95955.0,0,8592.0,2525242,15,goal,n,,,
11604,0,1468223.0,France,2013/2014,n,,71,22,,,280965.0,0,8592.0,3017677,19,goal,n,,,
11605,1,1468223.0,France,2013/2014,n,,71,26,,,186831.0,0,8592.0,3017694,17,goal,n,,,
11606,2,1468223.0,France,2013/2014,p,,20,32,,,187017.0,0,9853.0,3017726,18,goal,p,,,
11607,0,1709771.0,France,2014/2015,n,,407,7,210691.0,distance,186831.0,0,8592.0,3792226,196,goal,n,,,
11608,1,1709771.0,France,2014/2015,n,,393,28,95955.0,shot,25496.0,2,8592.0,3792367,214,goal,n,,,
11609,2,1709771.0,France,2014/2015,n,,393,53,466482.0,shot,26236.0,2,9853.0,3792558,227,goal,n,,,
11610,0,1990145.0,France,2015/2016,n,,393,86,179845.0,shot,40018.0,0,9853.0,5316525,700,goal,n,,,
11611,1,1990145.0,France,2015/2016,n,,406,90,210398.0,header,248689.0,10,8592.0,5316663,740,goal,n,4.0,,
11612,0,1019601.0,France,2011/2012,p,,20,24,,,38700.0,0,9853.0,1779224,32,goal,p,,,
11613,1,1019601.0,France,2011/2012,n,,71,39,,,281207.0,0,9853.0,1779378,28,goal,n,,,
11614,0,1216896.0,France,2012/2013,n,,71,29,,,210406.0,0,9831.0,2426738,14,goal,n,,,
11615,1,1216896.0,France,2012/2013,n,,71,74,,,40197.0,0,9853.0,2426814,13,goal,n,,,
11616,0,1468295.0,France,2013/2014,n,,71,23,,,26374.0,0,9853.0,3147809,15,goal,n,,,
11617,0,1990095.0,France,2015/2016,n,,393,86,294859.0,shot,239259.0,1,9831.0,5583784,403,goal,n,,,
11618,1,1990095.0,France,2015/2016,n,,393,89,94318.0,shot,239259.0,0,9831.0,5583848,414,goal,n,,,
11619,0,1019886.0,France,2011/2012,n,,39,71,,distance,150565.0,2,9853.0,1934486,248,goal,n,,,
11620,0,1216829.0,France,2012/2013,n,,71,35,,,41365.0,0,9941.0,2295253,23,goal,n,,,
11621,1,1216829.0,France,2012/2013,n,,71,59,,,210184.0,0,9941.0,2295416,24,goal,n,,,
11622,2,1216829.0,France,2012/2013,p,,20,90,,,46349.0,0,9853.0,2295508,27,goal,p,,,
11623,0,1709966.0,France,2014/2015,p,,20,45,,,46349.0,0,9853.0,4214300,195,goal,p,,,
