,index,match_api_id,country,season,comment,stats,event_incident_typefk,elapsed,player2,subtype,player1,sortorder,team,id,n,type,goal_type,elapsed_plus,coordinates,del
241,0,1724090.0,England,2014/2015,n,,889,45,104482.0,backheel,479020.0,5,10261.0,3931196,129,goal,n,,,
242,1,1724090.0,England,2014/2015,n,,406,62,104482.0,header,30929.0,3,10261.0,3931924,193,goal,n,,,
243,0,1988898.0,England,2015/2016,n,,406,78,113968.0,header,24148.0,6,8659.0,5135450,607,goal,n,,,
244,0,489208.0,England,2008/2009,n,,393,52,33852.0,shot,30619.0,1,10261.0,529766,254,goal,n,,,
245,1,489208.0,England,2008/2009,n,,393,77,37475.0,shot,37799.0,0,10261.0,529875,281,goal,n,,,
246,2,489208.0,England,2008/2009,n,,393,89,24225.0,shot,40565.0,2,10261.0,529965,296,goal,n,,,
247,0,489270.0,England,2008/2009,n,,393,17,33974.0,shot,30367.0,1,8456.0,563841,244,goal,n,,,
248,1,489270.0,England,2008/2009,n,,393,77,30509.0,shot,33781.0,1,8456.0,565124,290,goal,n,,,
249,2,489270.0,England,2008/2009,n,,393,81,24234.0,shot,47382.0,1,10261.0,565210,303,goal,n,,,
250,0,839878.0,England,2010/2011,p,,20,18,,,38817.0,0,8456.0,1204246,268,goal,p,,,
251,1,839878.0,England,2010/2011,n,,6,24,,volley,33852.0,3,10261.0,1204281,281,goal,n,,,
252,2,839878.0,England,2010/2011,n,,393,75,38807.0,shot,24159.0,4,8456.0,1205150,335,goal,n,,,
253,0,1024795.0,England,2011/2012,p,,20,41,,,108808.0,2,8456.0,1777068,238,goal,p,,,
254,1,1024795.0,England,2011/2012,n,,393,44,37412.0,shot,24208.0,3,8456.0,1777128,245,goal,n,,,
255,2,1024795.0,England,2011/2012,p,,20,72,,,37412.0,0,8456.0,1777863,263,goal,p,,,
256,3,1024795.0,England,2011/2012,n,,721,89,35411.0,tap_in,46810.0,1,10261.0,1778180,271,goal,n,,,
257,0,1229434.0,England,2012/2013,n,,721,41,31291.0,tap_in,38817.0,2,8456.0,2669588,268,goal,n,,,
258,1,1229434.0,England,2012/2013,n,,393,45,26181.0,shot,37459.0,22,8456.0,2669698,276,goal,n,2.0,,
259,2,1229434.0,England,2012/2013,n,,649,56,,tap_in,39027.0,62,8456.0,2669938,292,goal,n,,,
260,3,1229434.0,England,2012/2013,n,,80,69,,shot,36615.0,1201,8456.0,2670180,305,goal,n,,,
261,0,1474068.0,England,2013/2014,n,,44,6,,header,37459.0,5,8456.0,2930201,227,goal,n,,,
262,1,1474068.0,England,2013/2014,n,,393,22,15403.0,shot,37412.0,1,8456.0,2930279,235,goal,n,,,
263,2,1474068.0,England,2013/2014,n,,130,50,,direct_freekick,36615.0,0,8456.0,2930461,256,goal,n,,,
264,3,1474068.0,England,2013/2014,n,,393,74,30509.0,shot,26181.0,2,8456.0,2930627,280,goal,n,,,
265,4,1474068.0,England,2013/2014,dg,,298,85,,shot,75310.0,3,8456.0,2930704,192,goal,dg,,,
266,0,1724237.0,England,2014/2015,p,,20,2,,,37412.0,0,8456.0,4186995,16,goal,p,,,
267,1,1724237.0,England,2014/2015,n,,80,12,,shot,26181.0,1,8456.0,4187169,57,goal,n,,,
268,2,1724237.0,England,2014/2015,n,,393,21,37459.0,shot,15403.0,3,8456.0,4187318,120,goal,n,,,
269,3,1724237.0,England,2014/2015,n,,393,51,26181.0,shot,37459.0,1,8456.0,4187705,258,goal,n,,,
270,4,1724237.0,England,2014/2015,n,,393,53,37412.0,shot,37459.0,1,8456.0,4187725,274,goal,n,,,
271,0,1988786.0,England,2015/2016,n,,406,18,108038.0,header,351860.0,3,10261.0,4866067,97,goal,n,,,
272,1,1988786.0,England,2015/2016,n,,406,42,40196.0,header,37412.0,4,8456.0,4866663,244,goal,n,,,
273,2,1988786.0,England,2015/2016,n,,393,49,37459.0,shot,37412.0,2,8456.0,4867232,314,goal,n,,,
274,3,1988786.0,England,2015/2016,n,,882,51,169200.0,lob,37412.0,0,8456.0,4867261,324,goal,n,,,
275,4,1988786.0,England,2015/2016,n,,411,54,33991.0,volley,169200.0,0,8456.0,4867354,348,goal,n,,,
276,5,1988786.0,England,2015/2016,n,,393,60,37459.0,shot,37412.0,1,8456.0,4867533,379,goal,n,,,
277,6,1988786.0,England,2015/2016,n,,721,62,169200.0,tap_in,37412.0,1,8456.0,4867600,397,goal,n,,,
278,0,489258.0,England,2008/2009,p,,20,61,,,34947.0,1,8655.0,552880,278,goal,p,,,
279,1,489258.0,England,2008/2009,n,,393,66,23916.0,shot,34176.0,3,8655.0,552964,287,goal,n,,,
280,2,489258.0,England,2008/2009,n,,393,86,23916.0,shot,34176.0,3,8655.0,553254,307,goal,n,,,
281,0,1025444.0,England,2011/2012,o,,115,12,,,23837.0,0,8655.0,1911455,204,goal,o,,,
282,1,1025444.0,England,2011/2012,npm,,348,44,,saved_back_into_play,30342.0,0,8655.0,1912051,89,goal,npm,,,
283,2,1025444.0,England,2011/2012,n,,393,90,36412.0,shot,39968.0,1,10261.0,1913023,295,goal,n,2.0,,
284,0,489231.0,England,2008/2009,n,,130,29,,direct_freekick,24890.0,1,8528.0,539703,210,goal,n,,,
285,1,489231.0,England,2008/2009,p,,20,73,,,127857.0,1,8528.0,540227,247,goal,p,,,
286,2,489231.0,England,2008/2009,p,,20,88,,,40565.0,2,10261.0,540401,277,goal,p,,,
287,0,840063.0,England,2010/2011,n,,391,19,36412.0,loose_ball,24225.0,2,10261.0,1348630,269,goal,n,,,
288,0,1026093.0,England,2011/2012,n,,406,13,35472.0,header,106228.0,3,8528.0,2095431,202,goal,n,,,
289,1,1026093.0,England,2011/2012,n,,393,15,38254.0,shot,106228.0,2,8528.0,2095462,187,goal,n,,,
290,2,1026093.0,England,2011/2012,n,,393,36,49825.0,shot,41061.0,1,8528.0,2095830,209,goal,n,,,
291,3,1026093.0,England,2011/2012,n,,407,45,41061.0,distance,49825.0,0,8528.0,2096061,224,goal,n,3.0,,
292,0,1229428.0,England,2012/2013,n,,649,18,,tap_in,38254.0,1,8528.0,2654174,265,goal,n,,,
293,1,1229428.0,England,2012/2013,n,,393,72,46700.0,shot,150466.0,1,10261.0,2654709,313,goal,n,,,
294,2,1229428.0,England,2012/2013,n,,131,90,,loose_ball,30922.0,4,8528.0,2654858,273,goal,n,,,
295,0,839839.0,England,2010/2011,n,,411,44,33620.0,volley,34433.0,2,8602.0,1144482,393,goal,n,,,
296,1,839839.0,England,2010/2011,n,,406,63,24205.0,header,47382.0,2,10261.0,1144940,423,goal,n,,,
297,0,1024554.0,England,2011/2012,n,,406,17,26160.0,header,35411.0,1,10261.0,1689130,214,goal,n,,,
298,1,1024554.0,England,2011/2012,n,,80,38,,shot,33852.0,0,10261.0,1689411,238,goal,n,,,
299,2,1024554.0,England,2011/2012,n,,406,88,40568.0,header,32627.0,0,8602.0,1690378,288,goal,n,,,
300,0,1724113.0,England,2014/2015,n,,407,34,214426.0,distance,32304.0,3,8191.0,3982775,116,goal,n,,,
301,1,1724113.0,England,2014/2015,n,,393,48,104482.0,shot,46700.0,3,10261.0,3983112,162,goal,n,,,
302,0,839989.0,England,2010/2011,n,,393,2,33852.0,shot,36412.0,3,10261.0,1411714,267,goal,n,,,
303,1,839989.0,England,2010/2011,n,,406,50,33852.0,header,35454.0,3,10261.0,1412120,323,goal,n,,,
304,0,840193.0,England,2010/2011,n,,407,17,24205.0,distance,36412.0,0,10261.0,1517864,195,goal,n,,,
305,1,840193.0,England,2010/2011,n,,393,32,39109.0,shot,21853.0,1,8483.0,1518181,200,goal,n,,,
306,0,1229499.0,England,2012/2013,p,,20,11,,,39987.0,1,10172.0,2765106,193,goal,p,,,
307,1,1229499.0,England,2012/2013,p,,20,18,,,26163.0,2,10261.0,2765215,249,goal,p,,,
308,2,1229499.0,England,2012/2013,dg,,299,22,,header,46700.0,1,10261.0,2765270,46,goal,dg,,,
309,3,1229499.0,England,2012/2013,n,,80,35,,shot,31292.0,0,10261.0,2765432,214,goal,n,,,
310,0,1724345.0,England,2014/2015,n,,393,24,24229.0,shot,161420.0,1,10261.0,4480853,115,goal,n,,,
311,1,1724345.0,England,2014/2015,n,,406,54,187266.0,header,127133.0,3,10172.0,4482212,231,goal,n,,,
312,2,1724345.0,England,2014/2015,n,,407,61,127133.0,distance,109638.0,0,10172.0,4482434,260,goal,n,,,
313,0,1024943.0,England,2011/2012,n,,393,39,23528.0,shot,35493.0,3,9850.0,1825332,282,goal,n,,,
314,1,1024943.0,England,2011/2012,n,,393,45,26160.0,shot,35411.0,2,10261.0,1825497,290,goal,n,1.0,,
315,2,1024943.0,England,2011/2012,n,,80,60,,shot,24698.0,5,9850.0,1825973,316,goal,n,,,
316,3,1024943.0,England,2011/2012,n,,406,63,23528.0,header,37166.0,2,9850.0,1826058,319,goal,n,,,
317,4,1024943.0,England,2011/2012,n,,393,71,24225.0,shot,35411.0,2,10261.0,1826195,323,goal,n,,,
318,5,1024943.0,England,2011/2012,n,,406,82,24583.0,header,24698.0,2,9850.0,1826425,336,goal,n,,,
319,0,1989026.0,England,2015/2016,dg,,298,17,,shot,38369.0,3,9850.0,5446759,113,goal,dg,,,
320,1,1989026.0,England,2015/2016,n,,406,45,231801.0,header,178206.0,10,9850.0,5447585,344,goal,n,3.0,,
321,2,1989026.0,England,2015/2016,n,,406,71,166422.0,header,351860.0,1,10261.0,5448674,535,goal,n,,,
322,3,1989026.0,England,2015/2016,n,,393,74,46354.0,shot,38369.0,0,9850.0,5448726,555,goal,n,,,
323,4,1989026.0,England,2015/2016,p,,20,87,,,351860.0,0,10261.0,5449034,636,goal,p,,,
324,5,1989026.0,England,2015/2016,n,,393,90,46354.0,shot,25667.0,16,9850.0,5449196,726,goal,n,3.0,,
325,0,1025898.0,England,2011/2012,n,,393,5,26160.0,shot,46700.0,0,10261.0,2036297,182,goal,n,,,
326,1,1025898.0,England,2011/2012,n,,393,69,26160.0,shot,46700.0,0,10261.0,2036627,216,goal,n,,,
327,0,1229404.0,England,2012/2013,n,,80,85,,shot,23788.0,3,10003.0,2630414,245,goal,n,,,
328,0,1474474.0,England,2013/2014,n,,80,45,,shot,23305.0,8,10003.0,3162371,273,goal,n,1.0,,
329,1,1474474.0,England,2013/2014,o,,115,66,,,26154.0,10,10261.0,3162842,300,goal,o,,,
330,2,1474474.0,England,2013/2014,n,,407,81,24123.0,distance,127130.0,5,10003.0,3163124,312,goal,n,,,
331,0,1724049.0,England,2014/2015,n,,393,17,157729.0,shot,143365.0,3,10003.0,3807643,342,goal,n,,,
332,1,1724049.0,England,2014/2015,n,,395,43,39968.0,,46700.0,5,10261.0,3808128,347,goal,n,,,
333,2,1724049.0,England,2014/2015,n,,393,50,157729.0,shot,38831.0,1,10003.0,3808563,353,goal,n,,,
334,3,1724049.0,England,2014/2015,n,,411,75,264840.0,volley,46700.0,1,10261.0,3809233,325,goal,n,,,
335,0,1987084.0,England,2015/2016,n,,393,9,127130.0,shot,26344.0,1,10003.0,4673414,57,goal,n,,,
336,1,1987084.0,England,2015/2016,n,,406,52,52563.0,header,95955.0,3,10003.0,4674808,316,goal,n,,,
337,0,1228519.0,England,2012/2013,n,,393,58,24754.0,shot,33421.0,0,9798.0,2382870,154,goal,n,,,
338,1,1228519.0,England,2012/2013,n,,411,59,38373.0,volley,35411.0,0,10261.0,2382880,156,goal,n,,,
339,2,1228519.0,England,2012/2013,n,,406,62,24754.0,header,33692.0,2,9798.0,2382928,175,goal,n,,,
340,3,1228519.0,England,2012/2013,n,,406,83,174326.0,header,35411.0,0,10261.0,2383263,182,goal,n,,,
341,0,1229233.0,England,2012/2013,n,,721,34,190872.0,tap_in,37234.0,6,8466.0,2497960,265,goal,n,,,
342,1,1229233.0,England,2012/2013,n,,649,60,,tap_in,190872.0,2,8466.0,2498174,297,goal,n,,,
343,2,1229233.0,England,2012/2013,dg,,298,89,,shot,109491.0,2,8466.0,2498446,219,goal,dg,,,
344,0,1475044.0,England,2013/2014,n,,393,45,39225.0,shot,109491.0,5,8466.0,3350457,231,goal,n,1.0,,
345,1,1475044.0,England,2013/2014,n,,393,49,37234.0,shot,39225.0,1,8466.0,3350629,233,goal,n,,,
346,2,1475044.0,England,2013/2014,n,,407,70,46008.0,distance,37234.0,1,8466.0,3351002,251,goal,n,,,
347,3,1475044.0,England,2013/2014,n,,393,89,190872.0,shot,109491.0,3,8466.0,3351373,274,goal,n,,,
348,0,1724018.0,England,2014/2015,n,,406,6,46010.0,header,41280.0,0,8466.0,3714780,206,goal,n,,,
349,1,1724018.0,England,2014/2015,n,,721,19,94267.0,tap_in,41280.0,0,8466.0,3715087,218,goal,n,,,
350,2,1724018.0,England,2014/2015,n,,393,54,23792.0,shot,46008.0,6,8466.0,3716155,248,goal,n,,,
351,3,1724018.0,England,2014/2015,n,,393,90,279490.0,shot,46893.0,4,8466.0,3717013,279,goal,n,4.0,,
352,0,1989034.0,England,2015/2016,n,,393,4,41280.0,shot,23293.0,1,8466.0,5471419,51,goal,n,,,
353,1,1989034.0,England,2015/2016,n,,393,38,23293.0,shot,41280.0,5,8466.0,5472530,341,goal,n,,,
354,2,1989034.0,England,2015/2016,n,,80,55,,shot,166676.0,7,8466.0,5473577,495,goal,n,,,
355,3,1989034.0,England,2015/2016,n,,407,65,109652.0,distance,166422.0,3,10261.0,5473929,606,goal,n,,,
356,0,1474571.0,England,2013/2014,n,,393,26,94550.0,shot,26160.0,2,10261.0,3179333,207,goal,n,,,
357,1,1474571.0,England,2013/2014,o,,115,39,,,24744.0,1,9826.0,3179514,221,goal,o,,,
358,2,1474571.0,England,2013/2014,p,,20,86,,,26163.0,1,10261.0,3180211,268,goal,p,,,
359,0,1724226.0,England,2014/2015,n,,406,43,104482.0,header,46700.0,0,10261.0,4153351,206,goal,n,,,
360,1,1724226.0,England,2014/2015,n,,393,73,160194.0,shot,24157.0,0,9826.0,4153955,396,goal,n,,,
361,0,1988842.0,England,2015/2016,n,,406,10,104482.0,header,46700.0,1,10261.0,5061261,68,goal,n,,,
362,1,1988842.0,England,2015/2016,n,,414,14,169721.0,deflected,28901.0,0,9826.0,5061410,102,goal,n,,,
363,2,1988842.0,England,2015/2016,n,,80,17,,shot,160194.0,5,9826.0,5061488,164,goal,n,,,
364,3,1988842.0,England,2015/2016,n,,411,41,169721.0,volley,198510.0,3,9826.0,5062041,361,goal,n,,,
365,4,1988842.0,England,2015/2016,n,,411,47,23030.0,volley,160194.0,3,9826.0,5062497,486,goal,n,,,
366,5,1988842.0,England,2015/2016,n,,80,90,,shot,28901.0,20,9826.0,5063614,1085,goal,n,3.0,,
367,0,1474224.0,England,2013/2014,n,,393,30,94550.0,shot,39987.0,2,10261.0,3044001,208,goal,n,,,
368,1,1474224.0,England,2013/2014,n,,80,38,,shot,39987.0,4,10261.0,3044089,213,goal,n,,,
369,2,1474224.0,England,2013/2014,n,,393,58,149917.0,shot,25550.0,3,8344.0,3044460,229,goal,n,,,
370,0,1724325.0,England,2014/2015,n,,406,1,139671.0,header,26554.0,4,8197.0,4424674,46,goal,n,,,
371,1,1724325.0,England,2014/2015,n,,393,17,139671.0,shot,23571.0,1,8197.0,4424781,108,goal,n,,,
372,2,1724325.0,England,2014/2015,p,,20,48,,,26554.0,1,8197.0,4425039,276,goal,p,,,
373,0,1989003.0,England,2015/2016,n,,390,25,286119.0,bicycle_kick,20694.0,4,8197.0,5405382,120,goal,n,,,
374,0,1988822.0,England,2015/2016,n,,393,27,108038.0,shot,479020.0,2,10261.0,5001744,140,goal,n,,,
375,0,1988937.0,England,2015/2016,n,,393,46,72436.0,shot,101419.0,6,9817.0,5207444,415,goal,n,,,
376,1,1988937.0,England,2015/2016,n,,411,58,101419.0,volley,40548.0,5,9817.0,5207781,526,goal,n,,,
377,2,1988937.0,England,2015/2016,n,,406,71,127130.0,header,279489.0,2,10261.0,5208113,616,goal,n,,,
378,0,489132.0,England,2008/2009,n,,393,14,40945.0,shot,30893.0,4,10260.0,463925,208,goal,n,,,
379,1,489132.0,England,2008/2009,n,,393,30,27430.0,shot,30893.0,2,10260.0,464314,220,goal,n,,,
380,0,659091.0,England,2009/2010,n,,406,38,35327.0,header,30829.0,3,10260.0,967188,288,goal,n,,,
381,1,659091.0,England,2009/2010,n,,406,55,35327.0,header,30829.0,1,10260.0,967361,292,goal,n,,,
382,2,659091.0,England,2009/2010,n,,393,80,30373.0,shot,30619.0,1,10260.0,967550,336,goal,n,,,
383,0,839834.0,England,2010/2011,p,,20,33,,,30829.0,2,10260.0,1145528,267,goal,p,,,
384,1,839834.0,England,2010/2011,n,,393,50,30829.0,shot,40945.0,1,10260.0,1145630,283,goal,n,,,
385,2,839834.0,England,2010/2011,n,,390,69,40945.0,bicycle_kick,27430.0,3,10260.0,1145715,302,goal,n,,,
386,0,1229240.0,England,2012/2013,n,,414,1,34944.0,deflected,30843.0,2,10260.0,2501295,271,goal,n,,,
387,0,1474576.0,England,2013/2014,n,,393,26,30829.0,shot,113836.0,4,10260.0,3179330,229,goal,n,,,
388,1,1474576.0,England,2013/2014,n,,393,37,113836.0,shot,449241.0,0,10260.0,3179479,233,goal,n,,,
389,2,1474576.0,England,2013/2014,n,,411,72,30829.0,volley,23354.0,1,10260.0,3180053,275,goal,n,,,
390,3,1474576.0,England,2013/2014,n,,393,81,91560.0,shot,34543.0,1,8654.0,3180165,288,goal,n,,,
391,0,1724037.0,England,2014/2015,n,,393,5,38994.0,shot,30829.0,1,10260.0,3780221,231,goal,n,,,
392,1,1724037.0,England,2014/2015,n,,393,22,22543.0,shot,30843.0,3,10260.0,3780708,254,goal,n,,,
393,2,1724037.0,England,2014/2015,n,,44,37,,header,192899.0,2,8654.0,3781057,267,goal,n,,,
394,3,1724037.0,England,2014/2015,dg,,298,89,,shot,23933.0,4,8654.0,3782922,207,goal,dg,,,
395,0,659120.0,England,2009/2010,n,,407,5,36410.0,distance,39297.0,3,9825.0,1004676,236,goal,n,,,
396,1,659120.0,England,2009/2010,npm,,159,45,,saved,41475.0,2,8654.0,1004979,109,goal,npm,,,
397,2,659120.0,England,2009/2010,p,,20,83,,,30613.0,0,9825.0,1005384,314,goal,p,,,
398,0,839905.0,England,2010/2011,n,,406,88,31291.0,header,23678.0,1,9825.0,1243628,445,goal,n,,,
399,0,1229295.0,England,2012/2013,n,,80,18,,shot,109898.0,5,8654.0,2566363,252,goal,n,,,
400,1,1229295.0,England,2012/2013,n,,407,22,143793.0,distance,32118.0,0,9825.0,2566380,244,goal,n,,,
401,2,1229295.0,England,2012/2013,n,,411,47,31013.0,volley,46469.0,3,9825.0,2566552,285,goal,n,,,
402,3,1229295.0,England,2012/2013,n,,721,53,32118.0,tap_in,37436.0,2,9825.0,2566568,282,goal,n,,,
403,4,1229295.0,England,2012/2013,n,,721,54,32118.0,tap_in,31013.0,2,9825.0,2566572,286,goal,n,,,
404,5,1229295.0,England,2012/2013,n,,721,57,32118.0,tap_in,46469.0,2,9825.0,2566579,287,goal,n,,,
405,0,1475063.0,England,2013/2014,n,,44,40,,header,23538.0,1,8654.0,3391831,231,goal,n,,,
406,1,1475063.0,England,2013/2014,n,,393,44,37436.0,shot,32118.0,3,9825.0,3391850,260,goal,n,,,
407,2,1475063.0,England,2013/2014,n,,393,55,26005.0,shot,46469.0,4,9825.0,3391971,274,goal,n,,,
408,3,1475063.0,England,2013/2014,n,,393,78,75489.0,shot,32118.0,2,9825.0,3392078,271,goal,n,,,
409,0,1724262.0,England,2014/2015,n,,393,45,75489.0,shot,46469.0,7,9825.0,4256491,351,goal,n,1.0,,
410,1,1724262.0,England,2014/2015,n,,393,81,46469.0,shot,75489.0,6,9825.0,4257682,716,goal,n,,,
411,2,1724262.0,England,2014/2015,n,,393,84,37436.0,shot,23688.0,5,9825.0,4257745,661,goal,n,,,
412,0,1987032.0,England,2015/2016,n,,406,43,25496.0,header,148302.0,2,8654.0,4659387,251,goal,n,,,
413,1,1987032.0,England,2015/2016,n,,39,57,,distance,18506.0,0,8654.0,4659529,292,goal,n,,,
414,0,489173.0,England,2008/2009,n,,288,20,,deflected,30966.0,3,8654.0,499914,319,goal,n,,,
415,0,658718.0,England,2009/2010,n,,393,30,109898.0,shot,31020.0,1,8654.0,820554,272,goal,n,,,
416,1,658718.0,England,2009/2010,n,,393,36,109898.0,shot,34543.0,1,8654.0,820659,283,goal,n,,,
417,2,658718.0,England,2009/2010,n,,130,39,,direct_freekick,17866.0,0,8472.0,820703,284,goal,n,,,
418,3,658718.0,England,2009/2010,n,,393,76,23949.0,shot,30352.0,1,8472.0,821521,325,goal,n,,,
419,0,839966.0,England,2010/2011,n,,393,34,41980.0,shot,156008.0,2,8472.0,1316560,260,goal,n,,,
420,0,1229338.0,England,2012/2013,n,,6,12,,volley,35443.0,7,8472.0,2548660,244,goal,n,,,
421,1,1229338.0,England,2012/2013,n,,649,47,,tap_in,24159.0,8,8472.0,2549165,275,goal,n,,,
422,2,1229338.0,England,2012/2013,n,,393,74,33468.0,shot,175947.0,8,8472.0,2549503,312,goal,n,,,
423,0,1475047.0,England,2013/2014,n,,406,10,37169.0,header,47382.0,1,8654.0,3357995,202,goal,n,,,
424,1,1475047.0,England,2013/2014,n,,414,50,47382.0,deflected,40015.0,3,8654.0,3358213,235,goal,n,,,
425,2,1475047.0,England,2013/2014,n,,393,65,25075.0,shot,24159.0,1,8472.0,3358283,256,goal,n,,,
426,0,1724139.0,England,2014/2015,p,,20,22,,,118929.0,0,8472.0,4007469,81,goal,p,,,
427,1,1724139.0,England,2014/2015,n,,414,29,23933.0,deflected,30892.0,1,8654.0,4007576,124,goal,n,,,
428,0,1988788.0,England,2015/2016,n,,393,10,109330.0,shot,32627.0,2,8472.0,4865894,94,goal,n,,,
429,1,1988788.0,England,2015/2016,n,,882,22,109330.0,lob,42598.0,4,8472.0,4866194,175,goal,n,,,
430,2,1988788.0,England,2015/2016,n,,393,45,106228.0,shot,214685.0,7,8654.0,4866863,362,goal,n,1.0,,
431,3,1988788.0,England,2015/2016,n,,131,60,,loose_ball,25496.0,2,8654.0,4867566,446,goal,n,,,
432,0,489366.0,England,2008/2009,n,,393,11,38807.0,shot,34466.0,1,10252.0,647212,238,goal,n,,,
433,1,489366.0,England,2008/2009,n,,406,85,30353.0,header,40611.0,1,8654.0,648526,321,goal,n,,,
434,0,658955.0,England,2009/2010,dg,,298,61,,shot,26165.0,1,10252.0,913976,180,goal,dg,,,
435,0,839796.0,England,2010/2011,n,,393,15,139671.0,shot,30892.0,4,10252.0,1128105,269,goal,n,,,
436,1,839796.0,England,2010/2011,n,,406,40,23354.0,header,38609.0,2,10252.0,1128502,301,goal,n,,,
437,2,839796.0,England,2010/2011,n,,393,66,139671.0,shot,38807.0,2,10252.0,1128969,336,goal,n,,,
438,0,1229373.0,England,2012/2013,p,,20,74,,,148315.0,0,10252.0,2595714,360,goal,p,,,
439,1,1229373.0,England,2012/2013,n,,130,79,,direct_freekick,29581.0,0,10252.0,2595758,369,goal,n,,,
440,2,1229373.0,England,2012/2013,o,,115,88,,,182223.0,0,10252.0,2595839,383,goal,o,,,
441,0,1474958.0,England,2013/2014,n,,393,46,30892.0,shot,23933.0,3,8654.0,3250934,232,goal,n,,,
442,1,1474958.0,England,2013/2014,n,,80,48,,shot,23933.0,1,8654.0,3250960,233,goal,n,,,
443,0,1724333.0,England,2014/2015,n,,721,31,312765.0,tap_in,160713.0,2,10252.0,4453828,127,goal,n,,,
444,0,1988880.0,England,2015/2016,n,,393,45,158545.0,shot,155782.0,5,8654.0,5132324,637,goal,n,3.0,,
445,1,1988880.0,England,2015/2016,p,,20,62,,,154280.0,0,10252.0,5132662,567,goal,p,,,
446,0,489405.0,England,2008/2009,n,,407,24,37169.0,distance,34590.0,0,8654.0,682218,251,goal,n,,,
447,1,489405.0,England,2008/2009,p,,20,38,,,30735.0,0,8668.0,682450,268,goal,p,,,
448,2,489405.0,England,2008/2009,n,,393,48,36012.0,shot,24004.0,2,8668.0,682757,278,goal,n,,,
449,3,489405.0,England,2008/2009,n,,393,76,36012.0,shot,30735.0,3,8668.0,683287,316,goal,n,,,
450,0,659144.0,England,2009/2010,n,,406,24,30876.0,header,10491.0,4,8668.0,1029653,216,goal,n,,,
451,1,659144.0,England,2009/2010,npm,,159,37,,saved,38491.0,1,8654.0,1029794,72,goal,npm,,,
452,2,659144.0,England,2009/2010,n,,80,60,,shot,39658.0,2,8654.0,1030142,276,goal,n,,,
453,3,659144.0,England,2009/2010,n,,406,85,24846.0,header,24160.0,1,8668.0,1030330,304,goal,n,,,
454,4,659144.0,England,2009/2010,n,,406,87,36394.0,header,37242.0,1,8654.0,1030358,300,goal,n,,,
455,0,840088.0,England,2010/2011,n,,393,26,30734.0,shot,33312.0,12,8654.0,1373175,313,goal,n,,,
456,1,840088.0,England,2010/2011,n,,393,77,39618.0,shot,10491.0,23,8668.0,1374025,375,goal,n,,,
457,2,840088.0,England,2010/2011,n,,406,84,30635.0,header,26347.0,125,8654.0,1374120,388,goal,n,,,
458,3,840088.0,England,2010/2011,n,,393,90,109058.0,shot,39618.0,24,8668.0,1374216,392,goal,n,1.0,,
459,0,1229495.0,England,2012/2013,n,,393,6,36012.0,shot,26151.0,0,8668.0,2765047,207,goal,n,,,
460,1,1229495.0,England,2012/2013,n,,414,60,24156.0,deflected,26151.0,222,8668.0,2765902,249,goal,n,,,
461,0,1474994.0,England,2013/2014,n,,393,81,24846.0,shot,181276.0,1,8668.0,3297561,257,goal,n,,,
462,0,1724096.0,England,2014/2015,n,,80,26,,shot,181276.0,2,8668.0,3950717,63,goal,n,,,
463,1,1724096.0,England,2014/2015,n,,414,56,41232.0,deflected,18506.0,2,8654.0,3951942,178,goal,n,,,
464,2,1724096.0,England,2014/2015,n,,393,74,33639.0,shot,24006.0,1,8668.0,3952479,225,goal,n,,,
465,0,1988992.0,England,2015/2016,n,,393,13,193859.0,shot,181276.0,2,8668.0,5360308,146,goal,n,,,
466,1,1988992.0,England,2015/2016,n,,393,56,181276.0,shot,30895.0,2,8668.0,5361996,641,goal,n,,,
